customer_id,gender,age,province,income,employment_type, loan_amount ,loan_tenor_month, interest_rate , emi ,disbursement_date,status,dpd_days,npl_flag
CUST0204,Male,35,Bình Dương,16428080,Freelancer," 3,000,000 ",6, 32.77 ," 548,862 ",2025-05-17,Overdue,44,1
CUST0205,Female,41,Hồ Chí Minh,7253160,Labor," 15,000,000 ",3, 55.68 ," 5,471,012 ",2025-03-30,Overdue,23,0
CUST0206,Female,27,Huế,8937846,Self-employed," 20,000,000 ",12, 31.94 ," 1,968,877 ",2025-02-09,Active,0,0
CUST0207,Male,48,Hải Phòng,27137979,Freelancer," 3,000,000 ",3, 49.77 ," 1,084,073 ",2025-03-03,Active,0,0
CUST0208,Male,43,Hà Nội,28086753,Office," 20,000,000 ",3, 44.04 ," 7,161,877 ",2025-07-22,Active,0,0
CUST0209,Male,56,Cần Thơ,18778398,Office," 10,000,000 ",3, 40.01 ," 3,558,040 ",2025-03-26,Active,0,0
CUST0210,Female,47,Bình Dương,26624289,Freelancer," 5,000,000 ",3, 41.97 ," 1,784,585 ",2025-05-25,Active,0,0
CUST0211,Male,47,Huế,7807599,Student," 5,000,000 ",12, 37.05 ," 504,937 ",2025-06-27,Overdue,62,1
CUST0212,Female,33,Hồ Chí Minh,7479205,Freelancer," 5,000,000 ",3, 51.90 ," 1,812,867 ",2025-06-11,Active,0,0
CUST0213,Male,45,Huế,28659643,Labor," 10,000,000 ",9, 42.91 ," 1,319,058 ",2025-02-10,Active,0,0
CUST0214,Male,27,Hồ Chí Minh,8908763,Student," 5,000,000 ",6, 33.95 ," 917,768 ",2025-06-16,Closed,0,0
CUST0215,Female,56,Huế,23824670,Student," 5,000,000 ",6, 44.31 ," 944,282 ",2025-08-02,Active,0,0
CUST0216,Male,48,Hồ Chí Minh,13075278,Freelancer," 10,000,000 ",9, 50.60 ," 1,358,240 ",2025-05-29,Closed,0,0
CUST0217,Male,48,Cần Thơ,11597238,Labor," 20,000,000 ",6, 59.02 ," 3,930,064 ",2025-05-01,Active,0,0
CUST0218,Male,58,Đà Nẵng,14906048,Freelancer," 3,000,000 ",12, 39.13 ," 306,098 ",2025-06-04,Active,0,0
CUST0219,Male,27,Đà Nẵng,11378054,Labor," 10,000,000 ",12, 53.10 ," 1,091,961 ",2025-07-24,Overdue,80,1
CUST0220,Male,24,Hà Nội,4547558,Self-employed," 10,000,000 ",6, 35.41 ," 1,842,967 ",2025-05-25,Active,0,0
CUST0221,Female,33,Cần Thơ,13424154,Self-employed," 5,000,000 ",3, 36.97 ," 1,770,399 ",2025-05-28,Active,0,0
CUST0222,Female,44,Hà Nội,5457295,Student," 10,000,000 ",3, 53.68 ," 3,635,904 ",2025-04-16,Overdue,65,1
CUST0223,Male,33,Cần Thơ,10790729,Freelancer," 20,000,000 ",9, 56.59 ," 2,778,304 ",2025-05-15,Active,0,0
CUST0224,Female,26,Đồng Nai,11947001,Office," 15,000,000 ",9, 55.46 ," 2,074,942 ",2025-06-08,Active,0,0
CUST0225,Male,25,Đồng Nai,23890445,Labor," 10,000,000 ",9, 43.45 ," 1,321,791 ",2025-07-15,Active,0,0
CUST0226,Male,43,Cần Thơ,19875610,Self-employed," 5,000,000 ",12, 40.43 ," 513,443 ",2025-02-21,Closed,0,0
CUST0227,Female,53,Hải Phòng,7911487,Freelancer," 15,000,000 ",6, 56.26 ," 2,925,871 ",2025-03-12,Active,0,0
CUST0228,Male,33,Bình Dương,28619656,Labor," 20,000,000 ",12, 58.22 ," 2,237,669 ",2025-06-02,Active,0,0
CUST0229,Female,58,Hồ Chí Minh,8549156,Office," 3,000,000 ",12, 49.53 ," 322,025 ",2025-05-02,Active,0,0
CUST0230,Female,21,Đà Nẵng,13693322,Student," 20,000,000 ",3, 30.29 ," 7,006,018 ",2025-04-05,Active,0,0
CUST0231,Female,53,Hải Phòng,14180441,Self-employed," 20,000,000 ",9, 59.21 ," 2,805,558 ",2025-02-05,Active,0,0
CUST0232,Female,48,Cần Thơ,26540116,Labor," 5,000,000 ",12, 42.84 ," 519,553 ",2025-07-14,Active,0,0
CUST0233,Male,53,Cần Thơ,28798112,Student," 10,000,000 ",6, 46.27 ," 1,898,675 ",2025-04-09,Active,0,0
CUST0234,Female,37,Bình Dương,18377758,Self-employed," 5,000,000 ",6, 31.65 ," 911,928 ",2025-05-22,Active,0,0
CUST0235,Male,59,Hồ Chí Minh,13561231,Self-employed," 15,000,000 ",12, 54.92 ," 1,652,215 ",2025-08-06,Active,0,0
CUST0236,Male,45,Đà Nẵng,14862522,Office," 10,000,000 ",12, 39.30 ," 1,021,183 ",2025-06-17,Active,0,0
CUST0237,Female,26,Bình Dương,5849739,Student," 3,000,000 ",12, 58.02 ," 335,333 ",2025-05-29,Active,0,0
CUST0238,Female,27,Cần Thơ,17220071,Student," 10,000,000 ",12, 40.15 ," 1,025,472 ",2025-03-27,Active,0,0
CUST0239,Male,27,Cần Thơ,26025122,Self-employed," 3,000,000 ",3, 44.80 ," 1,075,578 ",2025-04-18,Active,0,0
CUST0240,Male,39,Đà Nẵng,25464029,Freelancer," 3,000,000 ",6, 55.76 ," 584,390 ",2025-06-12,Closed,0,0
CUST0241,Male,59,Đà Nẵng,29142364,Freelancer," 5,000,000 ",12, 51.96 ," 543,011 ",2025-06-23,Closed,0,0
CUST0242,Male,59,Đồng Nai,24229279,Self-employed," 5,000,000 ",9, 54.90 ," 690,198 ",2025-07-07,Overdue,26,0
CUST0243,Female,23,Hải Phòng,18354513,Labor," 20,000,000 ",12, 53.37 ," 2,186,741 ",2025-05-30,Active,0,0
CUST0244,Male,27,Hải Phòng,22370508,Self-employed," 5,000,000 ",12, 40.43 ," 513,443 ",2025-04-03,Active,0,0
CUST0245,Male,47,Bình Dương,13098105,Student," 10,000,000 ",12, 31.30 ," 981,276 ",2025-03-19,Active,0,0
CUST0246,Female,44,Đồng Nai,8791554,Self-employed," 15,000,000 ",6, 41.21 ," 2,808,938 ",2025-06-28,Closed,0,0
CUST0247,Female,39,Đà Nẵng,22852329,Freelancer," 20,000,000 ",3, 57.83 ," 7,319,299 ",2025-05-14,Active,0,0
CUST0248,Male,31,Huế,10083224,Student," 20,000,000 ",3, 45.10 ," 7,173,939 ",2025-05-28,Active,0,0
CUST0249,Male,50,Đồng Nai,22157631,Student," 5,000,000 ",6, 37.47 ," 926,738 ",2025-05-12,Active,0,0
CUST0250,Male,59,Hà Nội,11142562,Student," 20,000,000 ",9, 55.30 ," 2,764,932 ",2025-06-19,Closed,0,0
CUST0251,Male,36,Hà Nội,18193211,Labor," 5,000,000 ",6, 36.36 ," 923,905 ",2025-03-08,Active,0,0
CUST0252,Male,23,Hải Phòng,4196336,Office," 3,000,000 ",3, 41.86 ," 1,070,563 ",2025-07-16,Active,0,0
CUST0253,Female,20,Bình Dương,13559122,Freelancer," 5,000,000 ",6, 42.85 ," 940,525 ",2025-05-27,Active,0,0
CUST0254,Female,20,Cần Thơ,9604552,Self-employed," 3,000,000 ",12, 54.18 ," 329,280 ",2025-04-17,Active,0,0
CUST0255,Female,57,Hồ Chí Minh,28072452,Student," 20,000,000 ",6, 32.90 ," 3,660,400 ",2025-05-19,Active,0,0
CUST0256,Female,28,Đà Nẵng,12132000,Labor," 3,000,000 ",12, 33.71 ," 297,963 ",2025-08-06,Overdue,66,1
CUST0257,Female,22,Bình Dương,21681299,Self-employed," 15,000,000 ",6, 41.76 ," 2,813,174 ",2025-02-21,Closed,0,0
CUST0258,Female,38,Đà Nẵng,16378180,Office," 3,000,000 ",9, 54.53 ," 413,544 ",2025-06-13,Active,0,0
CUST0259,Male,42,Bình Dương,22171462,Student," 15,000,000 ",9, 56.17 ," 2,080,460 ",2025-03-27,Active,0,0
CUST0260,Male,43,Hà Nội,11003806,Labor," 5,000,000 ",6, 47.13 ," 951,559 ",2025-02-21,Active,0,0
CUST0261,Male,25,Hải Phòng,5842627,Student," 10,000,000 ",3, 39.74 ," 3,556,508 ",2025-07-13,Active,0,0
CUST0262,Female,28,Hồ Chí Minh,17836933,Self-employed," 20,000,000 ",6, 38.17 ," 3,714,108 ",2025-06-04,Overdue,85,1
CUST0263,Male,40,Đà Nẵng,17856424,Student," 15,000,000 ",12, 33.36 ," 1,487,209 ",2025-05-16,Active,0,0
CUST0264,Male,40,Đồng Nai,8047601,Student," 15,000,000 ",6, 45.63 ," 2,843,057 ",2025-07-10,Active,0,0
CUST0265,Female,38,Hà Nội,7520192,Labor," 3,000,000 ",3, 34.60 ," 1,058,212 ",2025-04-18,Closed,0,0
CUST0266,Female,29,Bình Dương,15306376,Student," 3,000,000 ",6, 54.66 ," 582,667 ",2025-05-08,Active,0,0
CUST0267,Female,44,Đà Nẵng,7888243,Office," 15,000,000 ",12, 51.61 ," 1,626,304 ",2025-07-15,Active,0,0
CUST0268,Female,55,Đồng Nai,10654197,Self-employed," 15,000,000 ",3, 46.57 ," 5,393,007 ",2025-04-28,Active,0,0
CUST0269,Female,51,Hà Nội,22362493,Labor," 15,000,000 ",12, 48.93 ," 1,605,477 ",2025-07-20,Active,0,0
CUST0270,Female,37,Đà Nẵng,25911461,Self-employed," 20,000,000 ",9, 47.26 ," 2,682,306 ",2025-06-18,Active,0,0
CUST0271,Female,28,Cần Thơ,12908557,Freelancer," 10,000,000 ",12, 37.49 ," 1,012,081 ",2025-04-22,Active,0,0
CUST0272,Male,37,Cần Thơ,11091471,Student," 20,000,000 ",12, 41.38 ," 2,063,390 ",2025-08-02,Closed,0,0
CUST0273,Female,34,Huế,21472423,Office," 10,000,000 ",12, 49.60 ," 1,073,781 ",2025-05-25,Active,0,0
CUST0274,Male,24,Hải Phòng,18367621,Student," 5,000,000 ",12, 47.42 ," 531,267 ",2025-05-25,Active,0,0
CUST0275,Female,50,Đà Nẵng,8503409,Student," 15,000,000 ",6, 48.67 ," 2,866,631 ",2025-03-13,Active,0,0
CUST0276,Male,54,Hồ Chí Minh,27677062,Freelancer," 20,000,000 ",9, 58.79 ," 2,801,180 ",2025-03-27,Active,0,0
CUST0277,Female,28,Đồng Nai,24463954,Student," 15,000,000 ",6, 42.15 ," 2,816,179 ",2025-04-14,Active,0,0
CUST0278,Male,33,Cần Thơ,25489077,Student," 20,000,000 ",9, 49.54 ," 2,705,612 ",2025-05-08,Overdue,47,1
CUST0279,Male,32,Hồ Chí Minh,4953698,Student," 10,000,000 ",12, 38.64 ," 1,017,859 ",2025-05-24,Closed,0,0
CUST0280,Female,58,Cần Thơ,8520330,Self-employed," 20,000,000 ",6, 53.13 ," 3,868,501 ",2025-02-28,Active,0,0
CUST0281,Female,46,Bình Dương,10040205,Student," 5,000,000 ",3, 45.35 ," 1,794,196 ",2025-03-31,Active,0,0
CUST0282,Female,27,Hải Phòng,10260923,Freelancer," 20,000,000 ",9, 59.27 ," 2,806,184 ",2025-06-13,Active,0,0
CUST0283,Male,54,Hồ Chí Minh,8434248,Labor," 5,000,000 ",6, 41.09 ," 936,005 ",2025-05-20,Active,0,0
CUST0284,Male,32,Bình Dương,11667387,Student," 15,000,000 ",6, 50.16 ," 2,878,218 ",2025-02-25,Active,0,0
CUST0285,Female,30,Bình Dương,19690574,Freelancer," 3,000,000 ",12, 47.33 ," 318,621 ",2025-03-19,Active,0,0
CUST0286,Female,41,Hải Phòng,23997635,Freelancer," 15,000,000 ",6, 49.20 ," 2,870,750 ",2025-05-16,Closed,0,0
CUST0287,Female,56,Đà Nẵng,13634125,Freelancer," 10,000,000 ",12, 33.40 ," 991,671 ",2025-02-10,Active,0,0
CUST0288,Male,39,Cần Thơ,20900006,Labor," 15,000,000 ",6, 44.52 ," 2,834,471 ",2025-08-06,Active,0,0
CUST0289,Female,53,Cần Thơ,11917090,Freelancer," 10,000,000 ",3, 42.25 ," 3,570,762 ",2025-07-14,Active,0,0
CUST0290,Male,35,Hồ Chí Minh,15214025,Labor," 20,000,000 ",9, 54.83 ," 2,760,068 ",2025-05-23,Active,0,0
CUST0291,Male,59,Đà Nẵng,17398430,Labor," 20,000,000 ",12, 34.97 ," 1,998,960 ",2025-06-01,Active,0,0
CUST0292,Female,39,Đà Nẵng,20541989,Self-employed," 10,000,000 ",3, 30.53 ," 3,504,364 ",2025-06-07,Closed,0,0
CUST0293,Female,38,Cần Thơ,28756639,Self-employed," 3,000,000 ",3, 38.98 ," 1,065,658 ",2025-06-20,Active,0,0
CUST0294,Female,46,Hồ Chí Minh,5677737,Self-employed," 20,000,000 ",6, 31.68 ," 3,648,018 ",2025-06-06,Overdue,85,1
CUST0295,Male,37,Bình Dương,21990435,Freelancer," 20,000,000 ",9, 44.06 ," 2,649,764 ",2025-02-21,Active,0,0
CUST0296,Female,40,Cần Thơ,9916937,Labor," 10,000,000 ",12, 58.04 ," 1,117,884 ",2025-05-12,Active,0,0
CUST0297,Male,60,Huế,22463755,Labor," 20,000,000 ",3, 34.42 ," 7,052,715 ",2025-02-07,Closed,0,0
CUST0298,Male,60,Đà Nẵng,9183616,Labor," 3,000,000 ",9, 38.69 ," 389,339 ",2025-05-13,Active,0,0
CUST0299,Male,38,Hà Nội,5889860,Office," 15,000,000 ",3, 42.25 ," 5,356,143 ",2025-04-13,Active,0,0
CUST0300,Male,60,Đồng Nai,22275391,Self-employed," 20,000,000 ",9, 51.57 ," 2,726,446 ",2025-05-03,Active,0,0
CUST0301,Female,31,Đồng Nai,21949285,Labor," 10,000,000 ",9, 34.89 ," 1,278,804 ",2025-07-30,Closed,0,0
CUST0302,Male,51,Đồng Nai,8179747,Student," 5,000,000 ",12, 53.12 ," 546,033 ",2025-05-18,Active,0,0
CUST0303,Male,48,Cần Thơ,12124623,Office," 3,000,000 ",12, 43.53 ," 312,785 ",2025-07-17,Overdue,38,1
CUST0304,Female,54,Đà Nẵng,26523427,Freelancer," 20,000,000 ",12, 47.05 ," 2,121,266 ",2025-07-01,Active,0,0
CUST0305,Male,33,Đà Nẵng,17388378,Labor," 20,000,000 ",6, 46.54 ," 3,800,139 ",2025-08-06,Active,0,0
CUST0306,Male,25,Huế,15274778,Labor," 5,000,000 ",9, 45.65 ," 666,477 ",2025-04-02,Closed,0,0
CUST0307,Female,25,Cần Thơ,27844492,Labor," 5,000,000 ",9, 37.15 ," 645,042 ",2025-06-26,Closed,0,0
CUST0308,Male,44,Đồng Nai,26392762,Student," 10,000,000 ",12, 55.69 ," 1,105,514 ",2025-04-18,Active,0,0
CUST0309,Male,46,Hải Phòng,8107534,Labor," 20,000,000 ",3, 38.10 ," 7,094,409 ",2025-03-22,Active,0,0
CUST0310,Male,60,Hải Phòng,5253412,Office," 5,000,000 ",12, 54.23 ," 548,932 ",2025-03-28,Active,0,0
CUST0311,Female,40,Bình Dương,22048782,Freelancer," 20,000,000 ",3, 55.49 ," 7,292,509 ",2025-06-18,Active,0,0
CUST0312,Female,24,Đồng Nai,26903304,Student," 20,000,000 ",3, 42.60 ," 7,145,502 ",2025-07-21,Overdue,72,1
CUST0313,Female,42,Hà Nội,4346508,Freelancer," 20,000,000 ",12, 51.62 ," 2,168,510 ",2025-06-05,Closed,0,0
CUST0314,Female,25,Hồ Chí Minh,9728178,Labor," 5,000,000 ",9, 45.44 ," 665,943 ",2025-03-31,Active,0,0
CUST0315,Female,49,Bình Dương,17856411,Self-employed," 20,000,000 ",12, 41.18 ," 2,061,364 ",2025-04-10,Closed,0,0
CUST0316,Male,21,Đà Nẵng,4293438,Student," 5,000,000 ",9, 30.38 ," 628,221 ",2025-06-19,Active,0,0
CUST0317,Female,43,Hồ Chí Minh,26320778,Self-employed," 3,000,000 ",6, 34.94 ," 552,172 ",2025-03-09,Active,0,0
CUST0318,Male,30,Hải Phòng,8409875,Student," 5,000,000 ",9, 44.11 ," 662,567 ",2025-07-15,Active,0,0
CUST0319,Male,23,Huế,9048103,Student," 20,000,000 ",12, 38.50 ," 2,034,310 ",2025-05-03,Closed,0,0
CUST0320,Female,49,Cần Thơ,23520328,Student," 10,000,000 ",9, 43.26 ," 1,320,829 ",2025-04-14,Active,0,0
CUST0321,Male,57,Đồng Nai,9426970,Student," 5,000,000 ",6, 32.68 ," 914,541 ",2025-03-09,Closed,0,0
CUST0322,Male,28,Đồng Nai,14834140,Self-employed," 10,000,000 ",9, 46.39 ," 1,336,719 ",2025-03-31,Active,0,0
CUST0323,Male,60,Bình Dương,25999108,Labor," 20,000,000 ",12, 52.16 ," 2,174,127 ",2025-05-24,Active,0,0
CUST0324,Female,58,Đà Nẵng,27984583,Office," 20,000,000 ",12, 53.52 ," 2,188,307 ",2025-05-20,Closed,0,0
CUST0325,Male,60,Hồ Chí Minh,27620076,Office," 15,000,000 ",3, 37.22 ," 5,313,324 ",2025-03-21,Active,0,0
CUST0326,Male,32,Cần Thơ,17979717,Office," 5,000,000 ",12, 43.55 ," 521,360 ",2025-05-13,Active,0,0
CUST0327,Female,31,Bình Dương,22539382,Labor," 3,000,000 ",9, 42.18 ," 394,610 ",2025-05-11,Closed,0,0
CUST0328,Female,32,Hồ Chí Minh,28937057,Office," 3,000,000 ",6, 31.41 ," 546,792 ",2025-04-01,Active,0,0
CUST0329,Male,58,Huế,23092091,Student," 10,000,000 ",3, 31.81 ," 3,511,596 ",2025-02-25,Closed,0,0
CUST0330,Male,27,Hải Phòng,6310418,Freelancer," 5,000,000 ",9, 58.06 ," 698,394 ",2025-07-12,Active,0,0
CUST0331,Male,60,Đà Nẵng,4715658,Labor," 10,000,000 ",9, 53.38 ," 1,372,544 ",2025-06-23,Active,0,0
CUST0332,Female,53,Đà Nẵng,20094593,Self-employed," 15,000,000 ",9, 57.13 ," 2,087,933 ",2025-07-15,Active,0,0
CUST0333,Male,34,Huế,7040162,Freelancer," 10,000,000 ",3, 59.30 ," 3,668,072 ",2025-02-21,Active,0,0
CUST0334,Female,59,Bình Dương,24321096,Freelancer," 3,000,000 ",12, 34.20 ," 298,693 ",2025-08-03,Active,0,0
CUST0335,Male,46,Bình Dương,15134528,Self-employed," 15,000,000 ",3, 59.63 ," 5,504,946 ",2025-06-16,Active,0,0
CUST0336,Male,44,Đà Nẵng,16794757,Office," 5,000,000 ",12, 51.09 ," 540,751 ",2025-05-23,Closed,0,0
CUST0337,Female,29,Cần Thơ,19324751,Student," 20,000,000 ",6, 44.09 ," 3,774,864 ",2025-04-27,Active,0,0
CUST0338,Female,37,Đồng Nai,14777315,Office," 3,000,000 ",12, 43.12 ," 312,159 ",2025-05-05,Active,0,0
CUST0339,Male,44,Đà Nẵng,23873163,Freelancer," 15,000,000 ",9, 36.57 ," 1,930,777 ",2025-02-15,Active,0,0
CUST0340,Female,34,Đồng Nai,9188501,Office," 15,000,000 ",6, 59.36 ," 2,950,223 ",2025-05-19,Active,0,0
CUST0341,Female,39,Đà Nẵng,6352765,Self-employed," 10,000,000 ",9, 57.66 ," 1,394,709 ",2025-05-07,Closed,0,0
CUST0342,Male,49,Đồng Nai,27564526,Office," 3,000,000 ",3, 54.60 ," 1,092,349 ",2025-02-17,Active,0,0
CUST0343,Female,34,Đà Nẵng,25000967,Self-employed," 15,000,000 ",3, 52.90 ," 5,447,170 ",2025-02-10,Active,0,0
CUST0344,Male,31,Đà Nẵng,18399417,Freelancer," 20,000,000 ",6, 33.08 ," 3,662,229 ",2025-03-19,Closed,0,0
CUST0345,Female,28,Đà Nẵng,19188850,Freelancer," 20,000,000 ",12, 59.20 ," 2,248,031 ",2025-02-19,Active,0,0
CUST0346,Female,57,Hồ Chí Minh,12101967,Labor," 15,000,000 ",12, 33.97 ," 1,491,754 ",2025-08-01,Closed,0,0
CUST0347,Male,32,Cần Thơ,22475916,Labor," 10,000,000 ",3, 33.67 ," 3,522,114 ",2025-06-08,Active,0,0
CUST0348,Male,48,Cần Thơ,27609319,Freelancer," 5,000,000 ",6, 37.06 ," 925,691 ",2025-06-03,Active,0,0
CUST0349,Female,34,Hà Nội,12802039,Self-employed," 15,000,000 ",6, 42.52 ," 2,819,031 ",2025-05-20,Active,0,0
CUST0350,Male,38,Hà Nội,8718994,Self-employed," 20,000,000 ",9, 45.66 ," 2,666,010 ",2025-06-16,Closed,0,0
CUST0351,Female,46,Bình Dương,4574910,Labor," 20,000,000 ",6, 56.91 ," 3,907,960 ",2025-03-01,Active,0,0
CUST0352,Female,32,Cần Thơ,27628371,Office," 3,000,000 ",6, 39.94 ," 559,833 ",2025-05-08,Closed,0,0
CUST0353,Female,54,Đồng Nai,16359235,Student," 5,000,000 ",6, 49.79 ," 958,446 ",2025-04-10,Overdue,71,1
CUST0354,Female,20,Đà Nẵng,5333540,Student," 10,000,000 ",12, 46.45 ," 1,057,551 ",2025-05-13,Active,0,0
CUST0355,Male,29,Hải Phòng,15274413,Self-employed," 10,000,000 ",12, 47.67 ," 1,063,822 ",2025-07-25,Active,0,0
CUST0356,Male,23,Hà Nội,5513979,Office," 10,000,000 ",3, 33.89 ," 3,523,358 ",2025-04-24,Active,0,0
CUST0357,Male,45,Hải Phòng,14371962,Office," 15,000,000 ",3, 46.52 ," 5,392,580 ",2025-08-06,Closed,0,0
CUST0358,Female,34,Hà Nội,20111920,Freelancer," 3,000,000 ",12, 39.83 ," 307,156 ",2025-05-20,Overdue,15,0
CUST0359,Male,21,Đà Nẵng,4871088,Freelancer," 20,000,000 ",3, 50.77 ," 7,238,567 ",2025-03-27,Active,0,0
CUST0360,Female,46,Hồ Chí Minh,25063719,Self-employed," 20,000,000 ",12, 58.32 ," 2,238,726 ",2025-06-15,Overdue,83,1
CUST0361,Female,24,Hồ Chí Minh,25439558,Freelancer," 20,000,000 ",12, 58.49 ," 2,240,522 ",2025-04-01,Active,0,0
CUST0362,Female,24,Huế,5647143,Freelancer," 5,000,000 ",3, 55.91 ," 1,824,328 ",2025-05-31,Closed,0,0
CUST0363,Female,46,Đà Nẵng,24699538,Student," 20,000,000 ",9, 54.23 ," 2,753,865 ",2025-06-19,Closed,0,0
CUST0364,Female,38,Huế,28405819,Freelancer," 10,000,000 ",9, 35.49 ," 1,281,794 ",2025-03-29,Active,0,0
CUST0365,Female,20,Hồ Chí Minh,26954537,Freelancer," 5,000,000 ",12, 34.51 ," 498,594 ",2025-04-30,Closed,0,0
CUST0366,Female,26,Đồng Nai,7271265,Labor," 20,000,000 ",9, 43.82 ," 2,647,331 ",2025-02-17,Closed,0,0
CUST0367,Male,46,Đồng Nai,6436862,Student," 10,000,000 ",6, 44.57 ," 1,889,905 ",2025-03-18,Active,0,0
CUST0368,Male,28,Đồng Nai,18587974,Student," 5,000,000 ",9, 57.85 ," 697,848 ",2025-07-14,Active,0,0
CUST0369,Female,37,Hà Nội,9604851,Freelancer," 15,000,000 ",12, 55.97 ," 1,660,477 ",2025-02-08,Active,0,0
CUST0370,Female,24,Hồ Chí Minh,28175936,Office," 15,000,000 ",12, 31.57 ," 1,473,915 ",2025-08-04,Active,0,0
CUST0371,Female,43,Bình Dương,7457778,Student," 10,000,000 ",3, 51.98 ," 3,626,191 ",2025-06-18,Active,0,0
CUST0372,Male,51,Cần Thơ,25678903,Self-employed," 3,000,000 ",12, 44.07 ," 313,611 ",2025-04-03,Active,0,0
CUST0373,Male,55,Hồ Chí Minh,23589756,Freelancer," 20,000,000 ",6, 59.12 ," 3,931,113 ",2025-07-05,Active,0,0
CUST0374,Male,33,Huế,4070694,Self-employed," 10,000,000 ",3, 31.17 ," 3,507,980 ",2025-02-13,Active,0,0
CUST0375,Female,47,Đồng Nai,11261998,Office," 15,000,000 ",6, 45.04 ," 2,838,492 ",2025-05-22,Active,0,0
CUST0376,Female,52,Hồ Chí Minh,25258880,Freelancer," 15,000,000 ",3, 46.20 ," 5,389,846 ",2025-02-27,Overdue,79,1
CUST0377,Female,42,Hải Phòng,18666641,Student," 3,000,000 ",12, 48.79 ," 320,878 ",2025-07-06,Closed,0,0
CUST0378,Female,59,Đồng Nai,7675200,Labor," 3,000,000 ",9, 45.03 ," 398,941 ",2025-04-08,Overdue,15,0
CUST0379,Male,49,Bình Dương,27092982,Self-employed," 20,000,000 ",3, 30.68 ," 7,010,423 ",2025-02-28,Active,0,0
CUST0380,Male,48,Hồ Chí Minh,13858015,Office," 10,000,000 ",3, 52.70 ," 3,630,304 ",2025-03-17,Active,0,0
CUST0381,Male,52,Huế,21852199,Freelancer," 10,000,000 ",3, 56.41 ," 3,651,519 ",2025-05-11,Closed,0,0
CUST0382,Male,41,Đà Nẵng,11899684,Self-employed," 3,000,000 ",9, 30.62 ," 377,288 ",2025-05-18,Active,0,0
CUST0383,Male,31,Đồng Nai,15545443,Freelancer," 3,000,000 ",9, 36.32 ," 385,780 ",2025-04-09,Overdue,22,0
CUST0384,Male,39,Đồng Nai,9897375,Student," 20,000,000 ",3, 50.84 ," 7,239,366 ",2025-03-12,Closed,0,0
CUST0385,Male,56,Hà Nội,5199985,Labor," 15,000,000 ",3, 44.76 ," 5,377,552 ",2025-06-22,Active,0,0
CUST0386,Male,20,Hà Nội,7980599,Student," 5,000,000 ",12, 41.38 ," 515,847 ",2025-03-17,Closed,0,0
CUST0387,Male,43,Bình Dương,29904947,Self-employed," 20,000,000 ",12, 48.46 ," 2,135,786 ",2025-08-03,Active,0,0
CUST0388,Female,49,Đồng Nai,27826353,Labor," 20,000,000 ",6, 42.39 ," 3,757,372 ",2025-07-02,Active,0,0
CUST0389,Female,41,Đà Nẵng,12224635,Self-employed," 5,000,000 ",9, 33.78 ," 636,641 ",2025-04-20,Overdue,9,0
CUST0390,Male,24,Hà Nội,11052113,Self-employed," 20,000,000 ",9, 55.68 ," 2,768,868 ",2025-05-09,Active,0,0
CUST0391,Male,27,Huế,7219899,Labor," 15,000,000 ",6, 43.09 ," 2,823,427 ",2025-07-04,Active,0,0
CUST0392,Male,51,Đồng Nai,18218255,Office," 15,000,000 ",9, 58.19 ," 2,096,199 ",2025-06-05,Overdue,29,0
CUST0393,Female,29,Bình Dương,17522545,Self-employed," 3,000,000 ",12, 43.83 ," 313,244 ",2025-05-19,Active,0,0
CUST0394,Female,39,Hải Phòng,4507276,Freelancer," 10,000,000 ",6, 55.10 ," 1,944,521 ",2025-07-04,Active,0,0
CUST0395,Female,41,Hồ Chí Minh,27390017,Student," 10,000,000 ",6, 41.67 ," 1,874,987 ",2025-05-26,Active,0,0
CUST0396,Female,38,Hồ Chí Minh,8585124,Self-employed," 3,000,000 ",9, 51.43 ," 408,751 ",2025-06-23,Active,0,0
CUST0397,Female,34,Hồ Chí Minh,26685829,Office," 5,000,000 ",9, 54.77 ," 689,862 ",2025-03-08,Active,0,0
CUST0398,Male,30,Huế,21664081,Student," 15,000,000 ",3, 44.79 ," 5,377,808 ",2025-02-28,Closed,0,0
CUST0399,Female,47,Cần Thơ,24952352,Self-employed," 3,000,000 ",3, 56.11 ," 1,094,940 ",2025-07-26,Closed,0,0
CUST0400,Female,45,Hà Nội,12973183,Freelancer," 3,000,000 ",9, 50.65 ," 407,549 ",2025-06-27,Closed,0,0
CUST0401,Male,57,Hồ Chí Minh,14462118,Freelancer," 20,000,000 ",3, 57.76 ," 7,318,497 ",2025-02-09,Active,0,0
CUST0402,Female,31,Hà Nội,14532260,Office," 10,000,000 ",9, 31.74 ," 1,263,165 ",2025-07-13,Closed,0,0
CUST0403,Male,35,Đồng Nai,16771593,Self-employed," 3,000,000 ",9, 37.98 ," 388,271 ",2025-02-05,Active,0,0
CUST0404,Female,49,Hải Phòng,9430683,Labor," 20,000,000 ",3, 46.31 ," 7,187,715 ",2025-06-15,Active,0,0
CUST0405,Male,37,Đà Nẵng,11548430,Office," 10,000,000 ",6, 52.20 ," 1,929,410 ",2025-06-03,Active,0,0
CUST0406,Female,20,Cần Thơ,7014251,Labor," 20,000,000 ",6, 54.91 ," 3,887,060 ",2025-08-06,Closed,0,0
CUST0407,Female,32,Hải Phòng,7651422,Student," 3,000,000 ",6, 42.15 ," 563,235 ",2025-07-23,Active,0,0
